"CPG_SCHEDULED_START_ON";"CPG_SCHEDULED_END_ON";"CPG_ACTUAL_START_ON";"CPG_ACTUAL_END_ON";"IT_ID";"IT_NUM";"IT_NAME";"IT_SCHEDULED_START_ON";"IT_SCHEDULED_END_ON";"IT_ACTUAL_START_ON";"IT_ACTUAL_END_ON";"TC_ID";"TC_NAME";"TC_PROJECT_ID";"TC_PROJECT";"TC_WEIGHT";"TEST_SUITE";"#_EXECUTIONS";"#_REQUIREMENTS";"#_ISSUES";"DATASET";"EXEC_STATUS";"EXEC_USER";"EXECUTION_DATE";"TC_REF";"TC_NATURE";"TC_TYPE";"TC_STATUS";"STEP_ID";"STEP_NUM";"STEP_#_REQ";"EXEC_STEP_STATUS";"EXEC_STEP_DATE";"EXEC_STEP_USER";"EXEC_STEP_#_ISSUES";"EXEC_STEP_COMMENT"
"";"";"";"";"86";"1";"1. Iterace";"";"";"";"";"518";"FAV";"79";"OKS-07";"HIGH";"";"1";"1";"0";"";"SUCCESS";"admin";"2022/04/07 18:52:37";"TC.04.02.01.01";"NAT_FUNCTIONAL_TESTING";"TYP_COMPLIANCE_TESTING";"WORK_IN_PROGRESS";"307";"1";"0";"SUCCESS";"2022/04/07 18:52:16";"admin";"0";""
"";"";"";"";"86";"1";"1. Iterace";"";"";"";"";"518";"FAV";"79";"OKS-07";"HIGH";"";"1";"1";"0";"";"SUCCESS";"admin";"2022/04/07 18:52:37";"TC.04.02.01.01";"NAT_FUNCTIONAL_TESTING";"TYP_COMPLIANCE_TESTING";"WORK_IN_PROGRESS";"308";"2";"0";"SUCCESS";"2022/04/07 18:52:37";"admin";"0";""
"";"";"";"";"86";"1";"1. Iterace";"";"";"";"";"519";"FZS";"79";"OKS-07";"MEDIUM";"";"1";"1";"0";"";"SUCCESS";"admin";"2022/04/07 18:53:08";"TC.04.02.01.09";"NAT_FUNCTIONAL_TESTING";"TYP_COMPLIANCE_TESTING";"WORK_IN_PROGRESS";"309";"1";"0";"SUCCESS";"2022/04/07 18:52:58";"admin";"0";""
"";"";"";"";"86";"1";"1. Iterace";"";"";"";"";"519";"FZS";"79";"OKS-07";"MEDIUM";"";"1";"1";"0";"";"SUCCESS";"admin";"2022/04/07 18:53:08";"TC.04.02.01.09";"NAT_FUNCTIONAL_TESTING";"TYP_COMPLIANCE_TESTING";"WORK_IN_PROGRESS";"310";"2";"0";"SUCCESS";"2022/04/07 18:53:08";"admin";"0";""
"";"";"";"";"86";"1";"1. Iterace";"";"";"";"";"520";"FDU";"79";"OKS-07";"MEDIUM";"";"1";"1";"0";"";"SUCCESS";"admin";"2022/04/07 18:53:27";"TC.04.02.01.02";"NAT_FUNCTIONAL_TESTING";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"311";"1";"0";"SUCCESS";"2022/04/07 18:53:17";"admin";"0";""
"";"";"";"";"86";"1";"1. Iterace";"";"";"";"";"520";"FDU";"79";"OKS-07";"MEDIUM";"";"1";"1";"0";"";"SUCCESS";"admin";"2022/04/07 18:53:27";"TC.04.02.01.02";"NAT_FUNCTIONAL_TESTING";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"312";"2";"0";"SUCCESS";"2022/04/07 18:53:27";"admin";"0";""
"";"";"";"";"86";"1";"1. Iterace";"";"";"";"";"521";"FEK";"79";"OKS-07";"MEDIUM";"";"1";"1";"0";"";"FAILURE";"admin";"2022/04/07 18:54:42";"TC.04.02.01.03";"NAT_FUNCTIONAL_TESTING";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"313";"1";"0";"SUCCESS";"2022/04/07 18:53:38";"admin";"0";""
"";"";"";"";"86";"1";"1. Iterace";"";"";"";"";"521";"FEK";"79";"OKS-07";"MEDIUM";"";"1";"1";"0";"";"FAILURE";"admin";"2022/04/07 18:54:42";"TC.04.02.01.03";"NAT_FUNCTIONAL_TESTING";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"314";"2";"0";"FAILURE";"2022/04/07 18:54:42";"admin";"0";"Misto K15B0123P se zobrazilo E12B0123P - chyba v prvnim znaku"
"";"";"";"";"86";"1";"1. Iterace";"";"";"";"";"522";"FEL";"79";"OKS-07";"MEDIUM";"";"1";"1";"0";"";"SUCCESS";"admin";"2022/04/07 18:55:01";"TC.04.02.01.04";"NAT_FUNCTIONAL_TESTING";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"315";"1";"0";"SUCCESS";"2022/04/07 18:54:55";"admin";"0";""
"";"";"";"";"86";"1";"1. Iterace";"";"";"";"";"522";"FEL";"79";"OKS-07";"MEDIUM";"";"1";"1";"0";"";"SUCCESS";"admin";"2022/04/07 18:55:01";"TC.04.02.01.04";"NAT_FUNCTIONAL_TESTING";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"316";"2";"0";"SUCCESS";"2022/04/07 18:55:01";"admin";"0";""
"";"";"";"";"86";"1";"1. Iterace";"";"";"";"";"523";"FF";"79";"OKS-07";"MEDIUM";"";"1";"1";"0";"";"SUCCESS";"admin";"2022/04/07 18:55:15";"TC.04.02.01.05";"NAT_FUNCTIONAL_TESTING";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"317";"1";"0";"SUCCESS";"2022/04/07 18:55:10";"admin";"0";""
"";"";"";"";"86";"1";"1. Iterace";"";"";"";"";"523";"FF";"79";"OKS-07";"MEDIUM";"";"1";"1";"0";"";"SUCCESS";"admin";"2022/04/07 18:55:15";"TC.04.02.01.05";"NAT_FUNCTIONAL_TESTING";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"318";"2";"0";"SUCCESS";"2022/04/07 18:55:15";"admin";"0";""
"";"";"";"";"86";"1";"1. Iterace";"";"";"";"";"524";"FPE";"79";"OKS-07";"MEDIUM";"";"1";"1";"0";"";"SUCCESS";"admin";"2022/04/07 18:55:30";"TC.04.02.01.06";"NAT_FUNCTIONAL_TESTING";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"320";"1";"0";"SUCCESS";"2022/04/07 18:55:30";"admin";"0";""
"";"";"";"";"86";"1";"1. Iterace";"";"";"";"";"524";"FPE";"79";"OKS-07";"MEDIUM";"";"1";"1";"0";"";"SUCCESS";"admin";"2022/04/07 18:55:30";"TC.04.02.01.06";"NAT_FUNCTIONAL_TESTING";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"319";"2";"0";"SUCCESS";"2022/04/07 18:55:26";"admin";"0";""
